"google-public-dns-a.google.com","8.8.8.8"
"cable190-249-174-111.epm.net.co","190.249.174.111"
"ns2.uhcl.edu","129.7.81.41"
"static41-207-244-248-244.adsl41-16.iam.net.ma","41.248.244.207"
"","77.75.129.3"
"ns1.uhcl.edu","129.7.81.40"
"","195.29.222.3"
"lnc-dc5.lnc.logical.net","209.23.112.218"
"ns1.chooz.com","62.160.100.242"
"1-34-0-225.HINET-IP.hinet.net","1.34.0.225"
"ns.greencross.com","218.235.251.2"
"ns1.iaus.ac.ir","217.219.85.3"
"mail.lumicorp.com.py","190.128.224.234"
"ns1.metronethn.com","190.124.17.162"
"moco.t-cnet.or.jp","123.0.100.67"
"186-193-207-158.byteweb.com.br","186.193.207.158"
"xiang.com.tw","60.248.139.169"
"client-225-244.pppoe.as1.vidin.net","178.239.225.244"
"ns1.gatewaycorp.com","59.124.38.71"
"","212.67.107.3"
"","210.164.225.90"
"mail.one.com.tr","77.75.39.80"
"","116.120.11.6"
"NS1.POLLAB.COM","77.68.39.92"
"smtp1.customtec.net.au","125.214.90.2"
"mail.beyond2mil.com","64.132.4.78"
"mintron.com.tw","59.124.38.36"
"","60.32.107.162"
"server109-228-2-168.live-servers.net","109.228.2.168"
"drj.static.gvt.net.br","177.135.120.227"
"","62.122.101.59"
"","211.60.199.66"
"nombres.ainia.es","213.229.136.30"
"","58.180.122.116"
"","121.145.121.61"
"static.236.75.46.78.clients.your-server.de","78.46.75.236"
"","162.218.79.12"
"","58.185.184.115"
"","86.53.112.78"
"","194.209.14.52"
"","103.248.239.9"
"119247171179.ctinets.com","119.247.171.179"
"125-227-193-206.HINET-IP.hinet.net","125.227.193.206"
"137.224.149.190.static.intelnet.net.gt","190.149.224.137"
"200-35-80-154.static.telcel.net.ve","200.35.80.154"
"static.58-181-52-190.nexg.net","58.181.52.190"
"abts-north-static-006.20.176.122.airtelbroadband.in","122.176.20.6"
"","61.195.147.131"
"59-120-37-240.HINET-IP.hinet.net","59.120.37.240"
"rrcs-208-105-189-156.nys.biz.rr.com","208.105.189.156"
"ns115.on-nets.com","210.0.128.115"
"","75.103.76.55"
"g72.ice.hr","195.29.222.4"
"ns3.multiwire.net","217.115.16.31"
"","114.108.141.187"
"","114.108.138.150"
"ns.ace-net.co.jp","218.44.234.170"
"","119.67.30.153"
"ns1.hostdirect.com","204.232.76.99"
"OKTVServer1.oktv.se","62.181.100.130"
"dns2.csisoft.com","209.16.112.133"
"","178.252.185.3"
"host-213-131-47-218-customer.wanex.net","213.131.47.218"
"mail2.subrigo.net","216.193.227.194"
"60-250-139-44.HINET-IP.hinet.net","60.250.139.44"
"fish.micronica.com.au","203.21.5.66"
"customer-187-174-84-104.uninet-ide.com.mx","187.174.84.104"
"ns2.lancronix.ru","217.79.226.18"
"","114.108.138.147"
"","213.138.56.75"
"","104.36.238.93"
"","101.255.56.42"
"mail.linkyou.co","108.60.201.174"
"try.t-c-s.jp","210.168.200.74"
"116.212.234.10.static.amnet.net.au","116.212.234.10"
"mail.huginforce.com","103.251.112.62"
"mail.assa.kz","88.151.179.6"
"59-125-118-200.HINET-IP.hinet.net","59.125.118.200"
"61-91-211-78.static.asianet.co.th","61.91.211.78"
"211-22-223-216.HINET-IP.hinet.net","211.22.223.216"
"rp3.csa.org.br","200.230.138.133"
"server-77.75.39.88.as42926.net","77.75.39.88"
"ns3297273.ovh.net","5.135.189.197"
"dns.koetschlitz.de","212.122.52.11"
"209-213-232-32.ded.execulink.com","209.213.232.32"
"ns2.heish.co.za","197.189.228.154"
"gw1.fal13.kugele.net","46.4.166.113"
"dns2.arc.ab.ca","128.144.200.52"
"server109-228-2-155.live-servers.net","109.228.2.155"
"","125.138.177.23"
"","59.19.120.11"
"177.19.245.199.static.gvt.net.br","177.19.245.199"
"","92.243.160.74"
"","119.206.29.69"
"ip-21df.proline.net.ua","94.244.33.223"
"210006019165.ctinets.com","210.6.19.165"
"","209.213.109.238"
"maq1.maqsa.com.mx","148.235.12.161"
"","181.49.2.242"
"mm-46-247-57-86.leased.line.mgts.by","86.57.247.46"
"cache0001.ns.eu.uu.net","195.129.12.115"
"cres5.bora.net","210.220.16.245"
"","41.225.11.54"
"219-87-78-57.static.tfn.net.tw","219.87.78.57"
"","179.97.8.46"
"","211.130.198.9"
"ac23.mirohost.net","89.184.67.20"
"contrats-apprentissage.cote-azur.cci.fr","193.57.205.201"
"","1.234.75.197"
"ns1.dtop.gov.pr","196.3.10.222"
"","210.221.214.190"
"","222.106.252.250"
"p4052-ipbffx02daianji.nara.ocn.ne.jp","60.40.42.52"
"","103.26.250.3"
"mail.firstep.com.tw","60.249.212.149"
"118-163-42-30.HINET-IP.hinet.net","118.163.42.30"
"medept.mech.yzu.edu.tw","140.138.138.250"
"messaging.mycollab.at","213.33.76.250"
"ns1.shokokai-fukui.or.jp","202.238.58.67"
"cres6.bora.net","210.220.16.246"
"","125.134.182.38"
"","103.244.56.31"
"219-87-78-56.static.tfn.net.tw","219.87.78.56"
"rrcs-24-171-164-158.midsouth.biz.rr.com","24.171.164.158"
"mail.gi-tech.com.tw","202.39.60.140"
"","218.52.223.130"
"ns2.ipera.com.au","203.89.65.71"
"","61.97.211.58"
"mail.0tv.ru","79.174.68.241"
"previ508.previ.com.br","200.222.51.209"
"","151.164.110.73"
"server3.kif.re.kr","211.32.16.1"
"","179.97.8.94"
"61-218-134-193.HINET-IP.hinet.net","61.218.134.193"
"sndns02.senao.com","60.248.132.182"
"60-249-132-166.HINET-IP.hinet.net","60.249.132.166"
"mail.mgd.kz","212.154.167.215"
"c87-118-16-246.dataguard.no","87.118.16.246"
"","103.250.55.195"
"c87-118-16-233.dataguard.no","87.118.16.233"
"ns331.dnscalifornia.net","209.208.110.122"
"","42.61.74.82"
"","211.246.251.134"
"host81-138-92-97.in-addr.btopenworld.com","81.138.92.97"
"","178.88.118.133"
"ns1.namvaran.ir","5.160.211.66"
"133.174.151.186.static.intelnet.net.gt","186.151.174.133"
"","118.46.113.71"
"","200.87.195.70"
"","178.170.207.11"
"mail.kaokun.com.tw","60.249.132.19"
"213-193-75-3.static.cablecom.ch","213.193.75.3"
"107-0-7-42-ip-static.hfc.comcastbusiness.net","107.0.7.42"
"213-193-75-5.static.cablecom.ch","213.193.75.5"
"ns1.surnav.com.ar","201.251.135.167"
"cache210.ns.uu.net","195.129.12.76"
"","115.22.80.202"
"r201-217-135-114.ir-static.anteldata.net.uy","201.217.135.114"
"","121.129.56.60"
"h80-244-64-79.cust.a3fiber.se","80.244.64.79"
"lookup3.resolver.lax-noc.com","66.63.160.2"
"ns2.surnav.com.ar","201.251.135.168"
"olducc.jnu.ac.kr","168.131.15.6"
"","186.235.187.238"
"static-wan-bl3-189-50.rev.webside.pt","62.28.189.50"
"","58.137.59.77"
"rbsdns35.net-yan.com","210.0.128.242"
"ns2.airtel.co.ug","41.221.81.132"
"ns0.ldn-fai.net","80.67.188.188"
"recursif.arn-fai.net","89.234.141.66"
"ns.ttc.kz","91.185.6.10"
"dns1.primary.net","205.242.187.234"
"amon.cable.net.co","200.118.2.88"
"ns2.frii.com","216.17.128.2"
"zeus.nol.net","206.126.32.101"
"dns1.van.radiant.net","216.21.128.22"
"popsrv.unisource.it","194.20.0.24"
"dns-cache-mty1.alestra.net.mx","207.248.224.71"
"primary.netscalibur.it","62.196.2.70"
"cache02.ca-dns.net","142.77.2.36"
"","91.185.2.10"
"dns1.iplanisp.com.ar","200.69.193.2"
"dns2.gstelecom.com","217.117.0.38"
"dns2.bestel.com.mx","200.57.7.61"
"ns2.gtt.net","216.138.119.6"
"ns3.eutelia.it","62.94.0.41"
"dns-cache-mty2.alestra.net.mx","207.248.224.72"
"dns1.bestel.com.mx","200.57.2.108"
"ns.oceanic.com","205.172.19.193"
"dnsca2.tin.it","212.216.172.222"
"ns4.eutelia.it","62.94.0.42"
"resolver1.dns.trex.fi","195.140.195.21"
"resolver2.dns.trex.fi","195.140.195.22"
"5-144-132-130.static.hostiran.name","5.144.132.130"
"ns2.aamc.co.th","61.19.252.186"
"62-2-121-84.static.cablecom.ch","62.2.121.84"
"62-2-121-88.static.cablecom.ch","62.2.121.88"
"dns.texnet.it","185.21.73.103"
"odino.texnet.it","144.76.67.15"
"ns1.aconet.it","62.85.160.206"
"ns2.aconet.it","62.85.160.208"
"hsad3ext.hogia.se","62.95.76.143"
"hsad2ext.hogia.se","62.95.76.144"
"opt-dns2.optinet.se","62.119.81.138"
"ns2.bvtservices.com","64.17.101.12"
"ns1.belacove.com","77.37.30.12"
"ns1.ethiotelecom.et","213.55.96.148"
"ftp.nordson.com","192.189.192.29"
"","192.190.112.26"
"cnu.cnu.edu.tw","192.192.45.1"
"","192.192.77.15"
"dns.cute.edu.tw","192.192.78.33"
"moses.cc.takming.edu.tw","192.192.141.3"
"sudns.subr.edu","192.195.100.3"
"sys1921951004.subr.edu","192.195.100.4"
"cheju.cheju.ac.kr","192.203.138.11"
"","204.194.232.200"
"","204.194.234.200"
"freya.stelas.de","5.135.183.146"
"cns2.Chicago2.Level3.net","192.221.138.0"
"recursive2.dci.ir","217.218.155.155"
"static.227.184.40.188.clients.your-server.de","188.40.184.227"
"africadns1.liquidtelecom.net","5.11.11.5"
"africadns2.liquidtelecom.net","5.11.11.11"
"ip-68-28-195-135.pools.spcsdns.net","68.28.195.135"
"protect-children-1.114dns.com","114.114.114.110"
"protect-children-2.114dns.com","114.114.115.110"
"ns1.recursive.dnsbycomodo.com","8.26.56.26"
"","103.53.228.24"
"","192.168.2.1"
"vsmmdbextdns01.pldt.pldtgroup.net","210.14.4.37"
"recursive1.dci.ir","217.218.127.127"
"net-217-175-119.ip020.koping.net","217.175.119.20"
"","212.28.197.33"
"srv-ext-dns01.skovde.se","194.16.15.18"
"srv-ext-dns02.skovde.se","194.16.15.19"
"k2.fagerlind.com","194.68.51.66"
"ns2.itum.com","85.19.217.194"
"149.62-97-196.bkkb.no","62.97.196.149"
"dns2.rev.no","213.138.160.20"
"","87.48.131.101"
"","62.148.204.9"
"24-149-192-4.co.galveston.tx.us","208.110.200.4"
"ns2.co.wichita.tx.us","64.57.228.4"
"recpubns1.nstld.net","64.6.64.6"
"recpubns2.nstld.net","64.6.65.6"
"ns2.recursive.dnsbycomodo.com","8.20.247.20"
"rdns.dynect.net","216.146.35.35"
"rdns.dynect.net","216.146.36.36"
"ns2.telefonica-data.com","194.224.52.37"
"ns1.telefonica-data.com","194.224.52.36"
"static-193-15-253-209.cust.tele2.se","193.15.253.209"
"ns.datastefan.se","195.198.209.21"
"ns01.cygrids.net","85.118.200.129"
"ns1.powertel.co.id","203.190.55.210"
"ccns1.circletech.net","82.208.35.102"
"","82.100.29.172"
"dnsproxy1.gnl.net","194.187.242.10"
"","124.195.171.219"
"mail.cencopan.coop.py","190.128.236.194"
"ns1.yashtel.co.in","118.151.209.5"
"ns2.yashtel.co.in","118.151.209.6"
"","85.9.66.26"
"ns3.hiweb.ir","77.77.77.77"
"","87.99.77.35"
"ui.iclouddnsbypass.com","78.109.17.60"
"90.0.92.177.static.copel.net","177.92.0.90"
"162.0.92.177.static.copel.net","177.92.0.162"
"servidor2.informatica.inf.br","177.92.1.35"
"servidor.informatica.inf.br","177.92.1.38"
"130.2.92.177.static.copel.net","177.92.2.130"
"smtp.cp.ppg.br","177.92.17.150"
"246.17.92.177.static.copel.net","177.92.17.246"
"182.19.92.177.static.copel.net","177.92.19.182"
"115.130.220.177.dynamic.copel.net","177.220.130.115"
"50.161.220.177.dynamic.copel.net","177.220.161.50"
"36.162.220.177.dynamic.copel.net","177.220.162.36"
"162.162.220.177.dynamic.copel.net","177.220.162.162"
"150.163.220.177.dynamic.copel.net","177.220.163.150"
"82.98.95.187.dynamic.copel.net","187.95.98.82"
"155.98.95.187.dynamic.copel.net","187.95.98.155"
"","211.114.95.187"
"200-150-66-42-ipdireto.copel.net","200.150.66.42"
"126.68.150.200.static.copel.net","200.150.68.126"
"2.72.150.200.static.copel.net","200.150.72.2"
"115.72.150.200.static.copel.net","200.150.72.115"
"ns1.atsum.com.br","200.150.81.234"
"eragonc.toyopar.com.br","200.150.82.154"
"26.84.150.200.static.copel.net","200.150.84.26"
"66.85.150.200.static.copel.net","200.150.85.66"
"67.85.150.200.static.copel.net","200.150.85.67"
"68.85.150.200.static.copel.net","200.150.85.68"
"69.85.150.200.static.copel.net","200.150.85.69"
"70.85.150.200.static.copel.net","200.150.85.70"
"221.85.150.200.static.copel.net","200.150.85.221"
"58.99.150.200.static.copel.net","200.150.99.58"
"82.112.150.200.static.copel.net","200.150.112.82"
"82.128.195.200.static.copel.net","200.195.128.82"
"50.132.195.200.static.copel.net","200.195.132.50"
"51.132.195.200.static.copel.net","200.195.132.51"
"210.132.195.200.static.copel.net","200.195.132.210"
"198.136.195.200.static.copel.net","200.195.136.198"
"vconf1.copel.net","200.195.144.10"
"194.144.195.200.static.copel.net","200.195.144.194"
"172.148.195.200.static.copel.net","200.195.148.172"
"163.153.195.200.static.copel.net","200.195.153.163"
"122.154.195.200.static.copel.net","200.195.154.122"
"twleadstream.com","118.163.195.200"
"server.transgamper.com.br","200.195.170.42"
"mail.transgamper.com.br","200.195.170.43"
"44.170.195.200.static.copel.net","200.195.170.44"
"170.170.195.200.static.copel.net","200.195.170.170"
"172.170.195.200.static.copel.net","200.195.170.172"
"21.171.195.200.static.copel.net","200.195.171.21"
"mx.palotina.pr.gov.br","200.195.178.154"
"200-195-178-155.static.copel.net","200.195.178.155"
"108.184.195.200.static.copel.net","200.195.184.108"
"mail.hidraulicahidra.com.br","200.195.185.234"
"mail.guararapes.com.br","200.195.187.214"
"anyone.anyqa.st","185.121.177.177"
"","185.121.177.53"
"gw1.fks.rtr.sip.vos-systems.net","188.40.132.212"
"arthurgarnier.fr","188.165.200.156"
"78.ip-51-255-48.eu","51.255.48.78"
"ns2.wdc002.pnap.net","216.52.126.33"
"","156.154.71.5"
"anycast.censurfridns.dk","91.239.100.100"
"unicast.censurfridns.dk","89.233.43.71"
"","156.154.71.7"
"ns2.hou.pnap.net","216.52.169.33"
"62-210-122-43.rev.poneytelecom.eu","62.210.122.43"
"","192.168.3.1"
"","80.80.80.80"
"","80.80.81.81"
"p143.cidr2.kct.ad.jp","203.140.255.143"
"125.16.125.189.static.impsat.net.br","189.125.16.125"
"126.16.125.189.static.impsat.net.br","189.125.16.126"
"ext05.travelexplorer.com.br","189.125.17.210"
"ext12.travelexplorer.com.br","189.125.17.217"
"ext13.travelexplorer.com.br","189.125.17.218"
"5.18.125.189.static.impsat.net.br","189.125.18.5"
"198.19.125.189.static.impsat.net.br","189.125.19.198"
"","200.189.221.5"
"","200.189.221.10"
"ext01.travelexplorer.com.br","200.194.198.75"
"ext02.travelexplorer.com.br","200.194.198.76"
"149.198.194.200.sta.impsat.net.br","200.194.198.149"
"","190.90.196.200"
"ip217-113-245-80.crelcom.ru","80.245.113.217"
"adblock.dns.as250.net","194.150.168.169"
"176-103-130-130.dns.adguard.com","176.103.130.130"
"176-103-130-131.dns.adguard.com","176.103.130.131"
"goo.deepdns.cryptostorm.net","173.234.159.235"
"windy.deepdns.cryptostorm.net","173.234.56.115"
"ns1.gr.dns.d0wn.biz","85.25.105.193"
"rev-89-111-13-60.deac.net","89.111.13.60"
"41-79-69-13.as37349.aptus.co.tz","41.79.69.13"
"dns01.prd.kista.ovpn.com","46.227.67.134"
"arc02.accom.A1-NET.DE","212.66.128.129"
"webmail.timortelecom.tl","180.189.160.161"
"ns4.timortelecom.tl","180.189.160.165"
"ns3.cnx.com.my","182.54.192.254"
"host19-65-static.59-88-b.business.telecomitalia.it","88.59.65.19"
"manchester-ns01.cyberghostvpn.com","194.187.251.67"
"frankfurt-ns01.cyberghostvpn.com","185.93.180.131"
"newyork-ns01.cyberghostvpn.com","38.132.106.139"
"cnfpt-ad.cnfpt.keyconsulting.fr","5.135.1.165"
"","5.135.6.38"
"","5.135.7.194"
"","5.135.21.121"
"infotech.tbu.to","202.43.9.20"
"","195.229.127.131"
"","203.115.20.74"
"204.76.3.103.iconpln.net.id","103.3.76.204"
"ns2.etisalat.lk","203.189.191.164"
"","196.43.199.27"
"","196.43.199.60"
"z0udns1.zou.ac.zw","196.43.199.61"
"","41.190.62.193"
"","180.94.94.195"
"mail.dapenbi.co.id","202.59.167.19"
"IP-162-37.saranadata.com","202.43.162.37"
"IP-162-86.saranadata.com","202.43.162.86"
"IP-162-139.saranadata.com","202.43.162.139"
"IP-162-242.saranadata.com","202.43.162.242"
"nama3.thamrin.net.id","202.43.161.124"
"","37.26.81.122"
"","37.26.83.105"
"","185.30.145.106"
"","185.30.145.247"
"","202.44.113.14"
"","161.139.168.211"
"kpu-0-12.tm.net.my","219.92.0.12"
"kpu-0-13.tm.net.my","219.92.0.13"
"kpu-0-14.tm.net.my","219.92.0.14"
"kpu-0-15.tm.net.my","219.92.0.15"
"kpu-2-129.tm.net.my","219.92.2.129"
"usj-3-149.tm.net.my","219.92.3.149"
"usj-4-178.tm.net.my","219.92.4.178"
"dm-6-41.tm.net.my","219.92.6.41"
"","58.26.163.10"
"","103.3.74.194"
"","103.3.75.90"
"","103.3.75.98"
"","103.3.75.102"
"","14.102.147.96"
"","14.102.147.97"
"","14.102.147.98"
"","210.5.45.53"
"","210.5.45.61"
"","210.5.45.147"
"mail.bernama-tv.com","210.5.45.153"
"","210.5.45.154"
"","210.5.46.172"
"mail.worldwideed.com","210.5.42.122"
"mail.aseanapol.org","183.81.163.114"
"ns4.vads.com","202.162.6.9"
"ws8m2.mysecurewebserver.com","112.137.163.73"
"mail.sby.com.my","112.137.163.230"
"ws8m3.mysecurewebserver.com","112.137.163.231"
"","202.71.102.59"
"mail164.wpdns.com","202.71.102.164"
"ns4.netmyne.com","202.75.34.2"
"","49.236.193.35"
"","210.48.152.227"
"","210.48.152.228"
"mail.e-print.my","210.48.152.229"
"","210.48.152.230"
"ws8m.mysecurewebserver.com","202.75.52.229"
"vrdns2.mysecurewebserver.com","202.75.52.234"
"","202.75.53.87"
"","202.75.53.169"
"195-12-182-232.static.zebra.lt","195.12.182.232"
"81-7-114-158.static.zebra.lt","81.7.114.158"
"81-7-114-190.static.zebra.lt","81.7.114.190"
"","31.193.195.35"
"86-100-66-37-ip.balticum.lt","86.100.66.37"
"adsl-109-200-160-143.dynamic.yemennet.ye","109.200.160.143"
"adsl-109-200-188-90.dynamic.yemennet.ye","109.200.188.90"
"adsl-109-200-190-67.dynamic.yemennet.ye","109.200.190.67"
"adsl-109-74-40-123.dynamic.yemennet.ye","109.74.40.123"
"","178.251.212.124"
"","185.11.88.190"
"","2.179.166.168"
"94-183-42-96.shatel.ir","94.183.42.96"
"94-183-42-232.shatel.ir","94.183.42.232"
"94-182-18-46.shatel.ir","94.182.18.46"
"mail1.infospacesg.com","103.31.228.150"
"","103.31.228.151"
"","45.64.96.60"
"","45.64.98.173"
"","103.22.169.34"
"","203.127.232.194"
"","61.8.234.204"
"","61.8.234.205"
"","27.111.224.252"
"","27.111.224.254"
"","180.189.19.10"
"","122.50.120.220"
"","122.50.120.221"
"","122.50.120.222"
"mail.abdi.co.id","111.221.45.35"
"sg06.indoworx.com","103.53.197.218"
"","103.200.218.77"
"","103.200.218.78"
"","103.15.241.121"
"","45.114.118.84"
"","188.254.8.226"
"destiny.doe.as","206.80.31.56"
"","202.70.125.9"
"","202.70.125.10"
"","202.87.210.16"
"139-5-35-58.static.pnetguard.net","139.5.35.58"
"","164.215.108.133"
"","164.215.108.205"
"","164.215.108.225"
"mail.latamdmcc.com","185.56.90.101"
"","82.151.73.59"
"","82.151.73.122"
"","82.151.73.168"
"","82.151.73.226"
"","82.151.70.84"
"","82.151.71.235"
"cdisrv.cdi.mr","82.151.66.178"
"","41.138.131.116"
"","41.138.133.123"
"ns537105.ip-139-99-130.net","139.99.130.99"
"ns537107.ip-139-99-130.net","139.99.130.102"
"voip-syd.verygames.net","139.99.130.121"
"","186.179.241.146"
"","186.179.241.178"
"","190.98.105.118"
"","104.244.226.29"
"","104.244.226.31"
"ns1.digicelguyana.net","181.177.217.253"
"ns2.digicelguyana.net","181.177.217.254"
"dns3.digicelgroup.com","179.60.213.114"
"","179.60.215.234"
"","162.212.13.62"
"","161.0.153.29"
"","161.0.153.46"
"","161.0.153.110"
"","131.100.36.83"
"","131.100.36.123"
"","131.100.38.35"
"","131.100.38.39"
"","131.100.38.99"
"","63.143.104.173"
"","200.7.91.162"
"","200.7.91.173"
"mail.brydenstt.com","200.7.91.210"
"mail.brydenpi.com","200.7.91.242"
"","196.3.192.46"
"","192.147.231.197"
"","192.147.231.238"
"","186.190.232.106"
"ns1.islandnetjam.com","74.116.56.10"
"dns1.digicelbarbados.net","66.249.150.50"
"","66.249.144.178"
"","66.249.144.179"
"","64.119.194.242"
"","64.119.194.243"
"","64.119.195.42"
"","64.119.195.129"
"","64.119.195.186"
"","64.119.195.248"
"","63.143.86.253"
"","63.143.87.14"
"ad1.host-mk.co.uk","195.242.154.160"
"237.150.21.46.static.swiftway.net","46.21.150.237"
"","94.100.26.5"
"host-66-96-229-59.myrepublic.co.id","66.96.229.59"
"ip-193-106.mncplaymedia.com","202.147.193.106"
"ip-193-107.mncplaymedia.com","202.147.193.107"
"ip-193-108.mncplaymedia.com","202.147.193.108"
"ip-193-109.mncplaymedia.com","202.147.193.109"
"ip-193-110.mncplaymedia.com","202.147.193.110"
"","202.83.121.10"
"mail.pesonaedu.com","202.83.123.98"
"","103.30.244.150"
"","103.30.244.185"
"","103.30.244.197"
"","103.30.244.241"
"","103.30.244.253"
"","103.30.245.17"
"","103.30.245.21"
"","103.30.245.29"
"","103.30.245.33"
"","103.30.245.49"
"","103.30.245.57"
"","103.30.245.69"
"","103.30.245.73"
"","103.30.245.81"
"","103.30.245.129"
"","103.30.245.141"
"","103.30.245.153"
"","103.30.245.157"
"","103.30.245.161"
"exchange2013.cbtp.info","103.30.245.163"
"","103.30.245.173"
"","103.30.245.177"
"","103.30.245.189"
"","103.30.245.205"
"","103.30.245.209"
"","103.30.245.233"
"","103.30.245.253"
"","103.30.246.17"
"","103.30.246.201"
"","103.30.247.17"
"","103.30.247.25"
"","103.30.247.49"
"","103.30.247.61"
"","103.30.247.65"
"","103.30.247.73"
"","103.30.247.113"
"","103.30.247.133"
"","103.30.247.153"
"","103.30.247.161"
"","103.30.247.169"
"","103.30.247.177"
"","103.30.247.181"
"","103.30.247.185"
"","103.30.247.189"
"","103.30.247.193"
"","103.30.247.201"
"","103.30.247.209"
"","103.30.247.233"
"","43.245.180.22"
"","43.245.180.28"
"103-23-20-23.isi.cloud.id","103.23.20.23"
"103-23-22-143.isi.cloud.id","103.23.22.143"
"ns2.intraco.co.id","103.17.58.30"
"beruangscript.com","103.27.207.96"
"ns1.jasaraharja-putera.co.id","202.87.249.2"
"dns-fw1.baharnet.ir","31.24.200.3"
"dns-fw2.baharnet.ir","31.24.200.4"
"dns188.spadana.net","188.136.136.188"
"dns136.spadana.net","188.136.136.136"
"ns1.az-ix.net","94.20.20.20"
"bpomsvr-1599.pom.go.id","103.5.148.99"
"","103.9.183.20"
"","103.9.183.33"
"","103.9.183.40"
"","103.9.183.41"
"ip-131-251.bios-it.co.id","103.198.131.251"
"ns1.big.go.id","202.4.179.76"
"","103.226.174.8"
"","103.226.174.100"
"","103.226.174.192"
"","103.226.174.193"
"","103.226.174.194"
"host-103-79-90-17.temanggungkab.go.id","103.79.90.17"
"host-103-79-90-18.temanggungkab.go.id","103.79.90.18"
"","202.146.182.19"
"","103.52.144.82"
"","103.52.144.116"
"","103.82.241.110"
"","103.82.241.125"
"IP-90-165-50.dtp.net.id","116.90.165.50"
"IP-90-166-226.dtp.net.id","116.90.166.226"
"138.96.25.223.iconpln.net.id","223.25.96.138"
"154.97.25.223.iconpln.net.id","223.25.97.154"
"220.99.25.223.iconpln.net.id","223.25.99.220"
"250.10.62.202.iconpln.net.id","202.62.10.250"
"75.11.62.202.iconpln.net.id","202.62.11.75"
"154.208.iconpln.net.id","202.162.208.154"
"158.208.iconpln.net.id","202.162.208.158"
"42.209.iconpln.net.id","202.162.209.42"
"36.232.184.175.iconpln.net.id","175.184.232.36"
"42.234.184.175.iconpln.net.id","175.184.234.42"
"146.187.53.163.iconpln.net.id","163.53.187.146"
"242.19.100.121.iconpln.net.id","121.100.19.242"
"101.160.iconpln.net.id","119.252.160.101"
"216.160.iconpln.net.id","119.252.160.216"
"217.160.iconpln.net.id","119.252.160.217"
"218.160.iconpln.net.id","119.252.160.218"
"mail.fim.co.id","119.252.160.219"
"220.160.iconpln.net.id","119.252.160.220"
"221.160.iconpln.net.id","119.252.160.221"
"222.160.iconpln.net.id","119.252.160.222"
"223.160.iconpln.net.id","119.252.160.223"
"42.168.76.103.iconpln.net.id","103.76.168.42"
"162.27.215.103.iconpln.net.id","103.215.27.162"
"202-65-115-236.jogja.citra.net.id","202.65.115.236"
"117-20-58-91.solo.citra.net.id","117.20.58.91"
"","202.72.201.203"
"host-153-214-90.asn.net.id","203.153.214.90"
"host-153-214-241.asn.net.id","203.153.214.241"
"host-153-214-246.asn.net.id","203.153.214.246"
"","203.189.188.1"
"","103.21.164.11"
"","103.21.164.12"
"","203.153.222.52"
"","119.235.9.114"
"","119.235.5.74"
"","119.235.5.130"
"","119.235.5.254"
"","203.81.100.58"
"","203.143.20.121"
"","203.143.22.209"
"ns1.skytel.com.la","202.123.180.43"
"","202.123.179.58"
"corp110.planet.net.la","202.136.246.110"
"","202.144.191.1"
"","202.144.191.2"
"","202.144.191.31"
"40.242.240.103.static.beeline.la","103.240.242.40"
"114.242.240.103.static.beeline.la","103.240.242.114"
"173.242.240.103.static.beeline.la","103.240.242.173"
"179.242.240.103.static.beeline.la","103.240.242.179"
"235.242.240.103.static.beeline.la","103.240.242.235"
"223.243.240.103.static.tigolao.net","103.240.243.223"
"","202.137.158.53"
"","202.137.128.6"
"","103.212.67.34"
"","202.51.74.33"
"","202.51.74.97"
"","202.51.74.187"
"ns2.f1soft.com.np.126.255.103.in-addr.arpa","103.255.126.3"
"","116.90.234.114"
"","110.44.112.102"
"","103.234.252.131"
"","103.234.253.235"
"","103.234.253.236"
"","103.234.254.18"
"","103.234.254.42"
"","103.234.254.54"
"","103.234.254.64"
"","103.234.254.65"
"","103.234.254.66"
"","103.234.254.67"
"","103.234.254.68"
"","103.234.254.69"
"","103.234.254.70"
"","103.234.254.71"
"","103.234.254.246"
"","103.234.255.190"
"","103.234.255.241"
"","103.234.255.250"
"","103.235.34.26"
"","103.235.34.49"
"","103.235.34.225"
"","103.235.34.230"
"","103.235.34.234"
"218.65.110.119.maxindo.net","119.110.65.218"
"21.0.144.122.maxindo.net","122.144.0.21"
"50.1.144.122.maxindo.net","122.144.1.50"
"53.1.144.122.maxindo.net","122.144.1.53"
"54.1.144.122.maxindo.net","122.144.1.54"
"254.1.144.122.maxindo.net","122.144.1.254"
"6.3.144.122.maxindo.net","122.144.3.6"
"114.3.144.122.maxindo.net","122.144.3.114"
"138.3.144.122.maxindo.net","122.144.3.138"
"6.42.103.175.maxindo.net","175.103.42.6"
"14.42.103.175.maxindo.net","175.103.42.14"
"18.42.103.175.maxindo.net","175.103.42.18"
"154.42.103.175.maxindo.net","175.103.42.154"
"201.42.103.175.maxindo.net","175.103.42.201"
"13.43.103.175.maxindo.net","175.103.43.13"
"58.43.103.175.maxindo.net","175.103.43.58"
"86.43.103.175.maxindo.net","175.103.43.86"
"mail.shcp.com.sg","175.103.43.116"
"150.43.103.175.maxindo.net","175.103.43.150"
"238.43.103.175.maxindo.net","175.103.43.238"
"241.43.103.175.maxindo.net","175.103.43.241"
"245.43.103.175.maxindo.net","175.103.43.245"
"50.13.247.43.maxindo.net","43.247.13.50"
